DISTNAME,CAMPNAME,CNTYNAME,Longitude,Latitude,STREET,CITY,ZIP,CAMPUS,year,COUNT_ALL,COUNT_BLACK,COUNT_HIS,COUNT_WHITE,COUNT_AI,COUNT_API,COUNT_ASIAN,COUNT_PI,COUNT_TWO,COUNT_ECON,COUNT_ELL,PER_BLACK,PER_HIS,PER_WHITE,PER_AI,PER_API,PER_ASIAN,PER_PI,PER_TWO,PER_ECON,PER_ELL
AUSTIN ISD,ORTEGA EL,TRAVIS,-98.295815,29.527856,BLDG 1225,RANDOLPH A F B,78148,227901126,01-01-07,276,59,215,2,0,0,,,,267,98,21.4,77.9,0.7,0,0,,,,96.7,35.5
AUSTIN ISD,SANCHEZ EL,TRAVIS,-97.829598,26.151949,600 PANCHO MAPLES DR,LA FERIA,78559,227901127,01-01-07,660,27,612,21,0,0,,,,600,306,4.1,92.7,3.2,0,0,,,,90.9,46.4
AUSTIN ISD,PEASE EL,TRAVIS,-95.329223,29.901746,4400 ALDINE MAIL RT,HOUSTON,77039,227901128,01-01-07,246,66,118,58,0,4,,,,74,4,26.8,48,23.6,0,1.6,,,,30.1,1.6
AUSTIN ISD,PECAN SPRINGS EL,TRAVIS,-96.587341,32.711748,14900 N SPRING RIDGE CIR,BALCH SPRINGS,75180,227901129,01-01-07,536,220,304,7,2,3,,,,501,195,41,56.7,1.3,0.4,0.6,,,,93.5,36.4
AUSTIN ISD,PLEASANT HILL EL,TRAVIS,-97.908189,30.663651000000137,13125 W STATE HWY 29,LIBERTY HILL,78642,227901130,01-01-07,656,63,526,59,2,6,,,,559,213,9.6,80.2,9,0.3,0.9,,,,85.2,32.5
AUSTIN ISD,READ PRE-K DEMONSTRATION SCH,TRAVIS,-95.84434,33.130094,201 DONELTON ST,CUMBY,75433,227901131,01-01-07,367,44,309,10,1,3,,,,350,234,12,84.2,2.7,0.3,0.8,,,,95.4,63.8
AUSTIN ISD,REILLY EL,TRAVIS,-95.440337,29.161235,1001 W MULBERRY,ANGLETON,77515,227901132,01-01-07,288,18,239,22,0,9,,,,259,158,6.3,83,7.6,0,3.1,,,,89.9,54.9
AUSTIN ISD,RIDGETOP EL,TRAVIS,-95.43003,32.795195,1101 E GOODE ST,QUITMAN,75783,227901133,01-01-07,196,16,154,24,0,2,,,,170,105,8.2,78.6,12.2,0,1,,,,86.7,53.6
AUSTIN ISD,ST ELMO EL,TRAVIS,-94.689956,31.349216,2804 PAUL AVE,LUFKIN,75901,227901136,01-01-07,462,8,419,25,0,10,,,,428,281,1.7,90.7,5.4,0,2.2,,,,92.6,60.8
AUSTIN ISD,SUMMITT EL,TRAVIS,-95.419799,29.151296000000116,1200 PARK LN,ANGLETON,77515,227901138,01-01-07,568,61,151,314,0,42,,,,196,63,10.7,26.6,55.3,0,7.4,,,,34.5,11.1
AUSTIN ISD,SIMS EL,TRAVIS,-100.25782,31.477009,10062 F M HWY 380,VERIBEST,76886,227901139,01-01-07,411,188,220,2,1,0,,,,400,140,45.7,53.5,0.5,0.2,0,,,,97.3,34.1
AUSTIN ISD,TRAVIS HTS EL,TRAVIS,-97.383167,32.845243000000103,6000 OLD DECATUR RD,FORT WORTH,76179,227901140,01-01-07,574,55,377,126,1,15,,,,427,126,9.6,65.7,22,0.2,2.6,,,,74.4,22
AUSTIN ISD,WALNUT CREEK EL,TRAVIS,-103.078952,31.866221,201 N E AVE,KERMIT,79745,227901141,01-01-07,964,85,636,41,0,202,,,,853,597,8.8,66,4.3,0,21,,,,88.5,61.9
AUSTIN ISD,ALLAN EL,TRAVIS,-98.294144,29.35131,7284 FM 1628,SAN ANTONIO,78263,227901142,01-01-07,431,48,376,6,0,1,,,,411,209,11.1,87.2,1.4,0,0.2,,,,95.4,48.5
AUSTIN ISD,PATTON EL,TRAVIS,-102.255117,35.53243,27 JULIAN BIVINS BLVD,BOYS RANCH,79010,227901143,01-01-07,771,60,179,431,1,100,,,,149,65,7.8,23.2,55.9,0.1,13,,,,19.3,8.4
AUSTIN ISD,WOOTEN EL,TRAVIS,-97.428543,27.761868,3502 GREENWOOD,CORPUS CHRISTI,78416,227901144,01-01-07,626,44,548,26,1,7,,,,605,440,7,87.5,4.2,0.2,1.1,,,,96.6,70.3
AUSTIN ISD,ZAVALA EL,TRAVIS,-98.165466780999679,26.305444301000449,411 N 8TH ST,EDINBURG,78541,227901145,01-01-07,488,58,423,5,1,1,,,,465,193,11.9,86.7,1,0.2,0.2,,,,95.3,39.5
AUSTIN ISD,ZILKER EL,TRAVIS,-101.877693,33.571979,2807 25TH ST,LUBBOCK,79410,227901146,01-01-07,447,21,161,256,1,8,,,,201,50,4.7,36,57.3,0.2,1.8,,,,45,11.2
AUSTIN ISD,MENCHACA EL,TRAVIS,-94.433571,30.789916,800 EAGLE DR,WOODVILLE,75979,227901147,01-01-07,906,51,496,299,1,59,,,,416,165,5.6,54.7,33,0.1,6.5,,,,45.9,18.2
AUSTIN ISD,OAK HILL EL,TRAVIS,-96.725644,32.902532,9666 FERRIS BRANCH,DALLAS,75243,227901148,01-01-07,887,28,285,535,2,37,,,,287,151,3.2,32.1,60.3,0.2,4.2,,,,32.4,17
AUSTIN ISD,BARRINGTON EL,TRAVIS,-98.247673,26.245865,4201 N 29TH ST,MCALLEN,78501,227901149,01-01-07,742,85,626,29,0,2,,,,708,453,11.5,84.4,3.9,0,0.3,,,,95.4,61.1
AUSTIN ISD,NORMAN EL,TRAVIS,-96.395897,33.507685,315 HIGHLAND,WHITEWRIGHT,75491,227901150,01-01-07,589,210,369,8,0,2,,,,567,194,35.7,62.6,1.4,0,0.3,,,,96.3,32.9
AUSTIN ISD,PILLOW EL,TRAVIS,-96.786094,32.882864,9924 HILLCREST RD,DALLAS,75230,227901151,01-01-07,523,116,245,117,4,41,,,,329,163,22.2,46.8,22.4,0.8,7.8,,,,62.9,31.2
AUSTIN ISD,WOOLDRIDGE EL,TRAVIS,-96.86853,32.778227,2940 SINGLETON BLVD,DALLAS,75212,227901152,01-01-07,957,64,845,23,0,25,,,,924,725,6.7,88.3,2.4,0,2.6,,,,96.6,75.8
AUSTIN ISD,DOSS EL,TRAVIS,-102.373079,33.582136,1100 AVE D,LEVELLAND,79336,227901154,01-01-07,650,15,98,435,4,98,,,,79,109,2.3,15.1,66.9,0.6,15.1,,,,12.2,16.8
AUSTIN ISD,HILL EL,TRAVIS,-95.24702,31.934931,818 S W LOOP 456,JACKSONVILLE,75766,227901155,01-01-07,728,37,125,514,2,50,,,,71,41,5.1,17.2,70.6,0.3,6.9,,,,9.8,5.6
AUSTIN ISD,ODOM EL,TRAVIS,-95.549452,30.030278,18218 THEISS MAIL RD,KLEIN,77379,227901156,01-01-07,792,68,643,78,2,1,,,,686,280,8.6,81.2,9.8,0.3,0.1,,,,86.6,35.4
AUSTIN ISD,WINN EL,TRAVIS,-95.447381,30.009915,743 E CYPRESSWOOD DR,SPRING,77373,227901157,01-01-07,674,327,328,14,0,5,,,,627,245,48.5,48.7,2.1,0,0.7,,,,93,36.4
AUSTIN ISD,SUNSET VALLEY EL,TRAVIS,-97.898486,28.886882,221 N ESPLANADE ST,KARNES CITY,78118,227901158,01-01-07,437,17,344,67,3,6,,,,329,200,3.9,78.7,15.3,0.7,1.4,,,,75.3,45.8
AUSTIN ISD,GRAHAM EL,TRAVIS,-96.522204,32.899778,8200 SCHRADE RD,ROWLETT,75088,227901159,01-01-07,713,151,524,34,0,4,,,,649,395,21.2,73.5,4.8,0,0.6,,,,91,55.4
AUSTIN ISD,LINDER EL,TRAVIS,-106.58656,31.847123,250 LINDBERG AVE,EL PASO,79932,227901160,01-01-07,860,71,761,22,0,6,,,,815,424,8.3,88.5,2.6,0,0.7,,,,94.8,49.3
AUSTIN ISD,COOK EL,TRAVIS,-98.119597,26.272643000000127,2510 S CESAR CHAVEZ,EDINBURG,78539,227901161,01-01-07,796,152,580,52,0,12,,,,730,477,19.1,72.9,6.5,0,1.5,,,,91.7,59.9
AUSTIN ISD,HOUSTON EL,TRAVIS,-97.424605,25.886396,2800 S DAKOTA AVE,BROWNSVILLE,78521,227901162,01-01-07,942,80,835,25,1,1,,,,885,496,8.5,88.6,2.7,0.1,0.1,,,,93.9,52.7
AUSTIN ISD,HART EL,TRAVIS,-95.433499,29.97789,2200 WITTERSHAW DR,HOUSTON,77090,227901163,01-01-07,890,88,773,21,2,6,,,,842,529,9.9,86.9,2.4,0.2,0.7,,,,94.6,59.4
AUSTIN ISD,PICKLE EL,TRAVIS,-97.120707,31.570356,1020 ELM ST BLDG 100,WACO,76704,227901164,01-01-07,672,101,570,1,0,0,,,,651,464,15,84.8,0.1,0,0,,,,96.9,69
AUSTIN ISD,MCBEE EL,TRAVIS,-95.818965,29.904074,9120 KATY HOCKLEY RD,KATY,77493,227901165,01-01-07,648,112,509,27,0,0,,,,613,384,17.3,78.5,4.2,0,0,,,,94.6,59.3
AUSTIN ISD,WILLIAMS EL,TRAVIS,-102.417497,32.911867,1441 HWY 303,LOOP,79342,227901166,01-01-07,607,38,482,84,0,3,,,,446,192,6.3,79.4,13.8,0,0.5,,,,73.5,31.6
AUSTIN ISD,LANGFORD EL,TRAVIS,-96.759737,32.77337,1718 R B CULLUM BLVD,DALLAS,75210,227901168,01-01-07,841,87,722,27,0,5,,,,784,448,10.3,85.9,3.2,0,0.6,,,,93.2,53.3
AUSTIN ISD,BOONE EL,TRAVIS,-106.302514,31.751171,1599 GEORGE DIETER DR,EL PASO,79936,227901170,01-01-07,553,51,285,199,3,15,,,,271,70,9.2,51.5,36,0.5,2.7,,,,49,12.7
AUSTIN ISD,PALM EL,TRAVIS,-106.483123,31.775401,1300 CIR DR,EL PASO,79925,227901171,01-01-07,735,112,583,36,0,4,,,,606,224,15.2,79.3,4.9,0,0.5,,,,82.4,30.5
AUSTIN ISD,KOCUREK EL,TRAVIS,-96.637504,32.799265,2424 LARCHMONT DR,MESQUITE,75150,227901172,01-01-07,673,78,351,224,1,19,,,,371,65,11.6,52.2,33.3,0.1,2.8,,,,55.1,9.7
AUSTIN ISD,CASEY EL,TRAVIS,-96.144645,32.335811,306 HARBOR POINT RD,GUN BARREL CITY,75156,227901173,01-01-07,917,97,573,212,2,33,,,,566,127,10.6,62.5,23.1,0.2,3.6,,,,61.7,13.8
AUSTIN ISD,RODRIGUEZ EL,TRAVIS,-98.923889,31.979965,3400 CR 411 E,MAY,76857,227901174,01-01-07,909,110,776,22,1,0,,,,875,496,12.1,85.4,2.4,0.1,0,,,,96.3,54.6
AUSTIN ISD,WIDEN EL,TRAVIS,-96.611095,33.12787,1101 W LUCAS RD,LUCAS,75002,227901175,01-01-07,807,88,702,16,1,0,,,,733,393,10.9,87,2,0.1,0,,,,90.8,48.7
AUSTIN ISD,GALINDO EL,TRAVIS,-101.68393,33.661077,601 S WALNUT,IDALOU,79329,227901176,01-01-07,736,34,650,46,4,2,,,,673,335,4.6,88.3,6.3,0.5,0.3,,,,91.4,45.5
AUSTIN ISD,JORDAN EL,TRAVIS,-95.634374,30.031998,19100 NORTHPOINTE RIDGE LN,TOMBALL,77377,227901178,01-01-07,687,204,477,6,0,0,,,,660,342,29.7,69.4,0.9,0,0,,,,96.1,49.8
AUSTIN ISD,DAVIS EL,TRAVIS,-95.504836,29.675575,6333 S BRAESWOOD,HOUSTON,77096,227901179,01-01-07,672,49,154,380,8,81,,,,152,115,7.3,22.9,56.5,1.2,12.1,,,,22.6,17.1
AUSTIN ISD,KIKER EL,TRAVIS,-95.373465,29.549431000000137,3003 SOUTHWYCK PKWY,PEARLAND,77584,227901180,01-01-07,706,8,92,535,0,71,,,,8,17,1.1,13,75.8,0,10.1,,,,1.1,2.4
AUSTIN ISD,MILLS EL,TRAVIS,-96.846954,32.751562,719 N MONTCLAIR AVE,DALLAS,75208,227901181,01-01-07,892,28,151,586,1,126,,,,47,102,3.1,16.9,65.7,0.1,14.1,,,,5.3,11.4
AUSTIN ISD,BARANOFF EL,TRAVIS,-97.176867,32.60067,2491 GERTIE BARRETT RD,MANSFIELD,76063,227901182,01-01-07,777,25,164,538,5,45,,,,41,18,3.2,21.1,69.2,0.6,5.8,,,,5.3,2.3
AUSTIN ISD,COWAN EL,TRAVIS,-95.21445,29.84789,17010 BEAUMONT HWY,HOUSTON,77049,227901183,01-01-07,556,32,187,291,3,43,,,,85,45,5.8,33.6,52.3,0.5,7.7,,,,15.3,8.1
AUSTIN ISD,CLAYTON EL,TRAVIS,-106.473216,31.754497,900 S COTTON ST,EL PASO,79901,227901184,01-01-07,598,13,86,442,1,56,,,,37,31,2.2,14.4,73.9,0.2,9.4,,,,6.2,5.2
AUSTIN ISD,PEREZ EL,TRAVIS,-95.408927,29.793483,1120 W 13TH ST,HOUSTON,77008,227901190,01-01-07,648,70,529,43,0,6,,,,572,269,10.8,81.6,6.6,0,0.9,,,,88.3,41.5
AUSTIN ISD,AUSTIN ST HOSPITAL,TRAVIS,-98.457222,29.41151600000012,823 S GEVERS ST,SAN ANTONIO,78203,227901250,01-01-07,22,6,4,12,0,0,,,,1,1,27.3,18.2,54.5,0,0,,,,4.5,4.5
AUSTIN ISD,ROSEDALE,TRAVIS,-99.764519,28.437428,1295 MAY AVE,ASHERTON,78827,227901251,01-01-07,71,11,29,30,0,1,,,,45,9,15.5,40.8,42.3,0,1.4,,,,63.4,12.7
PFLUGERVILLE ISD,PFLUGERVILLE H S,TRAVIS,-95.504195999999865,32.062197,100 PERRY ST,FRANKSTON,75763,227904001,01-01-07,2108,490,564,878,4,172,,,,548,62,23.2,26.8,41.7,0.2,8.2,,,,26,2.9
PFLUGERVILLE ISD,ALTER LEARNING CTR,TRAVIS,-100.404381,32.479646,1205 RAGLAND,SWEETWATER,79556,227904002,01-01-07,179,52,86,40,0,1,,,,69,10,29.1,48,22.3,0,0.6,,,,38.5,5.6
PFLUGERVILLE ISD,JOHN B CONNALLY H S,TRAVIS,-97.542871,32.911582,1010 BOYD RD,AZLE,76020,227904003,01-01-07,1965,516,701,476,5,267,,,,800,200,26.3,35.7,24.2,0.3,13.6,,,,40.7,10.2
PFLUGERVILLE ISD,HENDRICKSON HS,TRAVIS,-95.393533161999699,29.863995871000416,"406 E RITTENHOUSE ST, BLDG A",HOUSTON,77076,227904004,01-01-07,1433,298,357,731,1,46,,,,418,26,20.8,24.9,51,0.1,3.2,,,,29.2,1.8
PFLUGERVILLE ISD,PFLUGERVILLE MIDDLE,TRAVIS,-94.065563999999881,33.456436,4826 UNIVERSITY PARK,TEXARKANA,75503,227904041,01-01-07,1060,254,332,395,4,75,,,,396,71,24,31.3,37.3,0.4,7.1,,,,37.4,6.7
PFLUGERVILLE ISD,WESTVIEW MIDDLE,TRAVIS,-94.381751,29.783149,1931 STATE HWY 124,WINNIE,77665,227904042,01-01-07,844,221,348,195,1,79,,,,476,110,26.2,41.2,23.1,0.1,9.4,,,,56.4,13
PFLUGERVILLE ISD,PARK CREST MIDDLE,TRAVIS,-97.552468,30.553853,3160 LIMMER LOOP,HUTTO,78634,227904043,01-01-07,904,249,240,353,4,58,,,,302,23,27.5,26.5,39,0.4,6.4,,,,33.4,2.5
PFLUGERVILLE ISD,ALTER LEARNING MIDDLE,TRAVIS,-97.884146,30.379465,4001 QUINLAN PARK RD,AUSTIN,78732,227904044,01-01-07,23,9,8,6,0,0,,,,14,2,39.1,34.8,26.1,0,0,,,,60.9,8.7
PFLUGERVILLE ISD,DESSAU MIDDLE SCHOOL,TRAVIS,-98.023605,32.349615,710 CHURCH ST,BLUFF DALE,76433,227904045,01-01-07,987,259,401,203,5,119,,,,533,140,26.2,40.6,20.6,0.5,12.1,,,,54,14.2
PFLUGERVILLE ISD,KELLY LANE M S,TRAVIS,-98.24842,26.199234,2500 GALVESTON AVE,MCALLEN,78501,227904046,01-01-07,654,93,146,392,2,21,,,,122,9,14.2,22.3,59.9,0.3,3.2,,,,18.7,1.4
PFLUGERVILLE ISD,PFLUGERVILLE EL,TRAVIS,-98.470009,29.432119,515 WILLOW ST,SAN ANTONIO,78202,227904101,01-01-07,536,84,167,252,1,32,,,,174,45,15.7,31.2,47,0.2,6,,,,32.5,8.4
PFLUGERVILLE ISD,PARMER LANE EL,TRAVIS,-98.439301,33.574532,100 ST MARYS DR,WINDTHORST,76389,227904102,01-01-07,673,87,389,110,1,86,,,,429,343,12.9,57.8,16.3,0.1,12.8,,,,63.7,51
PFLUGERVILLE ISD,TIMMERMAN EL,TRAVIS,-97.197772,32.765093,7300 JOHN T WHITE RD,FORT WORTH,76120,227904103,01-01-07,478,86,132,179,4,77,,,,147,78,18,27.6,37.4,0.8,16.1,,,,30.8,16.3
PFLUGERVILLE ISD,NORTHWEST EL,TRAVIS,-98.5009,29.538936,10727 MEMORY LN,SAN ANTONIO,78216,227904104,01-01-07,495,124,194,118,0,59,,,,295,113,25.1,39.2,23.8,0,11.9,,,,59.6,22.8
PFLUGERVILLE ISD,DESSAU EL,TRAVIS,-97.138969,31.537426,2100 ROSS,WACO,76706,227904105,01-01-07,540,168,190,117,2,63,,,,328,53,31.1,35.2,21.7,0.4,11.7,,,,60.7,9.8
PFLUGERVILLE ISD,WINDERMERE EL,TRAVIS,-95.419502,29.747688,2008 KIRBY DR,HOUSTON,77019,227904106,01-01-07,513,147,162,161,3,40,,,,217,29,28.7,31.6,31.4,0.6,7.8,,,,42.3,5.7
PFLUGERVILLE ISD,RIVER OAKS EL,TRAVIS,-98.17318,26.217392000000132,600 E SIOUX RD,SAN JUAN,78589,227904107,01-01-07,536,165,164,110,1,96,,,,350,118,30.8,30.6,20.5,0.2,17.9,,,,65.3,22
PFLUGERVILLE ISD,BROOKHOLLOW EL,TRAVIS,-97.764752,29.275056,800 RANCHO RD,NIXON,78140,227904108,01-01-07,647,136,160,291,1,59,,,,206,54,21,24.7,45,0.2,9.1,,,,31.8,8.3
PFLUGERVILLE ISD,SPRINGHILL EL,TRAVIS,-96.277389,31.623415,316 N 10TH,TEAGUE,75860,227904109,01-01-07,638,135,218,245,3,37,,,,261,67,21.2,34.2,38.4,0.5,5.8,,,,40.9,10.5
PFLUGERVILLE ISD,WINDERMERE PRI,TRAVIS,-97.754149,30.237836000000133,2515 S CONGRESS AVE,AUSTIN,78704,227904110,01-01-07,615,153,226,186,2,48,,,,274,97,24.9,36.7,30.2,0.3,7.8,,,,44.6,15.8
PFLUGERVILLE ISD,COPPERFIELD EL,TRAVIS,-98.695778,29.3892,10355 KRIEWALD RD,SAN ANTONIO,78245,227904111,01-01-07,783,113,561,71,1,37,,,,598,445,14.4,71.6,9.1,0.1,4.7,,,,76.4,56.8
PFLUGERVILLE ISD,MURCHISON ELEMENTARY SCHOOL,TRAVIS,-95.766387,29.560636,2014 LAMAR DR,RICHMOND,77469,227904112,01-01-07,598,87,134,348,2,27,,,,88,31,14.5,22.4,58.2,0.3,4.5,,,,14.7,5.2
PFLUGERVILLE ISD,DELCO PRIMARY SCHOOL,TRAVIS,-100.46441,32.8527160000001,102 N MCKINLEY AVE,ROTAN,79546,227904113,01-01-07,646,193,220,136,1,96,,,,378,143,29.9,34.1,21.1,0.2,14.9,,,,58.5,22.1
PFLUGERVILLE ISD,CALDWELL ELEMENTARY,TRAVIS,-98.710287,29.798651,1 GREYHOUND LN,BOERNE,78006,227904114,01-01-07,662,109,302,181,2,68,,,,302,238,16.5,45.6,27.3,0.3,10.3,,,,45.6,36
PFLUGERVILLE ISD,ROWE LANE EL,TRAVIS,-96.299726,32.58309,1605 RAND RD,KAUFMAN,75142,227904115,01-01-07,551,76,145,322,0,8,,,,123,15,13.8,26.3,58.4,0,1.5,,,,22.3,2.7
PFLUGERVILLE ISD,HIGHLAND PARK EL,TRAVIS,-97.741806,26.178229,801 S PALM BLVD,HARLINGEN,78552,227904116,01-01-07,666,182,267,173,1,43,,,,351,170,27.3,40.1,26,0.2,6.5,,,,52.7,25.5
MANOR ISD,MANOR H S,TRAVIS,-96.760696,32.951465000000105,1250 BELT LINE RD,RICHARDSON,75080,227907001,01-01-07,1054,319,514,213,0,8,,,,663,105,30.3,48.8,20.2,0,0.8,,,,62.9,10
MANOR ISD,EXCEL HIGH SCHOOL,TRAVIS,-95.70285,29.044734,800 N ELM ST,SWEENY,77480,227907002,01-01-07,22,4,16,2,0,0,,,,11,0,18.2,72.7,9.1,0,0,,,,50,0
MANOR ISD,TRAVIS CO J J A E P,TRAVIS,-95.327480399625856,32.134720998145269,218 SCHOOLHOUSE RD,BULLARD,75757,227907003,01-01-07,1,0,1,0,0,0,,,,1,0,0,100,0,0,0,,,,100,0
MANOR ISD,MANOR MIDDLE SCHOOL,TRAVIS,-98.63657,29.402487,2718 FRONTIER DR,SAN ANTONIO,78227,227907041,01-01-07,1015,305,522,173,0,15,,,,695,141,30,51.4,17,0,1.5,,,,68.5,13.9
MANOR ISD,MANOR ELEMENTARY SCHOOL,TRAVIS,-96.295259,32.746675,1351 COLQUITT RD,TERRELL,75160,227907101,01-01-07,781,246,411,122,0,2,,,,527,159,31.5,52.6,15.6,0,0.3,,,,67.5,20.4
MANOR ISD,BLUEBONNET TRAIL ELEMENTARY SCHOO,TRAVIS,-95.408410999999887,29.923499000000103,11555 AIRLINE,HOUSTON,77037,227907102,01-01-07,781,173,453,103,1,51,,,,498,322,22.2,58,13.2,0.1,6.5,,,,63.8,41.2
MANOR ISD,DECKER ELEMENTARY SCHOOL,TRAVIS,-101.735183,34.204889,908 ASH ST,PLAINVIEW,79072,227907104,01-01-07,901,187,658,50,1,5,,,,794,479,20.8,73,5.5,0.1,0.6,,,,88.1,53.2
MANOR ISD,BLAKE MANOR ELEMENTARY,TRAVIS,-101.601602,35.637835,1015 N MADDOX AVE,DUMAS,79029,227907105,01-01-07,541,136,272,130,3,0,,,,354,38,25.1,50.3,24,0.6,0,,,,65.4,7
EANES ISD,WESTLAKE H S,TRAVIS,-96.880615,32.994295,2915 SCOTT MILL RD,CARROLLTON,75007,227909001,01-01-07,2386,14,137,2031,15,189,,,,59,24,0.6,5.7,85.1,0.6,7.9,,,,2.5,1
EANES ISD,HILL COUNTRY MIDDLE,TRAVIS,-95.582999,29.619823,500 DULLES AVE,SUGAR LAND,77478,227909041,01-01-07,849,10,52,719,4,64,,,,23,17,1.2,6.1,84.7,0.5,7.5,,,,2.7,2
EANES ISD,WEST RIDGE MIDDLE,TRAVIS,-106.244013,31.599683,12625 ALAMEDA AVE,CLINT,79836,227909042,01-01-07,852,4,58,718,1,71,,,,28,7,0.5,6.8,84.3,0.1,8.3,,,,3.3,0.8
EANES ISD,EANES EL,TRAVIS,-97.651719,31.056286,1001 FM 2410,HARKER HEIGHTS,76548,227909101,01-01-07,463,3,27,393,1,39,,,,14,3,0.6,5.8,84.9,0.2,8.4,,,,3,0.6
EANES ISD,CEDAR CREEK EL,TRAVIS,-95.44413,30.005338,1500 SOUTHRIDGE,HOUSTON,77090,227909102,01-01-07,397,7,51,294,1,44,,,,21,23,1.8,12.8,74.1,0.3,11.1,,,,5.3,5.8
EANES ISD,VALLEY VIEW EL,TRAVIS,-94.937324,31.488756000000144,160 RUSK AVE,WELLS,75976,227909103,01-01-07,422,9,46,345,0,22,,,,29,28,2.1,10.9,81.8,0,5.2,,,,6.9,6.6
EANES ISD,FOREST TRAIL EL,TRAVIS,-98.588302999999883,29.423337000000117,627 S ACME RD,SAN ANTONIO,78237,227909104,01-01-07,602,8,31,492,1,70,,,,9,21,1.3,5.1,81.7,0.2,11.6,,,,1.5,3.5
EANES ISD,BARTON CREEK EL,TRAVIS,-94.001464,30.127876000000107,690 ORANGE ST,VIDOR,77662,227909105,01-01-07,391,4,30,286,0,71,,,,10,9,1,7.7,73.1,0,18.2,,,,2.6,2.3
EANES ISD,BRIDGE POINT EL,TRAVIS,-96.65957,32.936137000000144,2202 RICHOAK DR,GARLAND,75044,227909106,01-01-07,854,5,24,767,2,56,,,,5,3,0.6,2.8,89.8,0.2,6.6,,,,0.6,0.4
DEL VALLE ISD,DEL VALLE H S,TRAVIS,-96.741417,33.091924,2520 SCENIC DR,PLANO,75025,227910001,01-01-07,1853,345,1253,229,6,20,,,,1226,138,18.6,67.6,12.4,0.3,1.1,,,,66.2,7.4
DEL VALLE ISD,DEL VALLE OPPORTUNITY CTR,TRAVIS,-98.123076999999853,26.157361,810 E EL GATO,ALAMO,78516,227910002,01-01-07,163,22,124,16,1,0,,,,117,23,13.5,76.1,9.8,0.6,0,,,,71.8,14.1
DEL VALLE ISD,TRAVIS CO J J A E P,TRAVIS,-95.627186,30.099842000000123,1110 INWOOD,TOMBALL,77375,227910005,01-01-07,7,3,2,2,0,0,,,,2,1,42.9,28.6,28.6,0,0,,,,28.6,14.3
DEL VALLE ISD,DEL VALLE J H,TRAVIS,-97.402222999999879,32.851457,6225 CRYSTAL LK DR,FORT WORTH,76179,227910041,01-01-07,689,133,471,77,2,6,,,,483,79,19.3,68.4,11.2,0.3,0.9,,,,70.1,11.5
DEL VALLE ISD,JOHN P OJEDA JR HIGH,TRAVIS,-95.678641,29.975602,16825 SPRING CYPRESS RD,CYPRESS,77429,227910042,01-01-07,594,78,445,67,0,4,,,,490,82,13.1,74.9,11.3,0,0.7,,,,82.5,13.8
DEL VALLE ISD,POPHAM EL,TRAVIS,-106.413377,31.869485,5414 HONDO PASS DR,EL PASO,79924,227910101,01-01-07,852,77,651,101,5,18,,,,643,227,9,76.4,11.9,0.6,2.1,,,,75.5,26.6
DEL VALLE ISD,SMITH EL,TRAVIS,-97.491002,25.911323,901 FILMORE ST,BROWNSVILLE,78520,227910106,01-01-07,576,39,506,23,1,7,,,,498,235,6.8,87.8,4,0.2,1.2,,,,86.5,40.8
DEL VALLE ISD,HILLCREST EL,TRAVIS,-96.999237,33.039415,400 HIGH SCHOOL DR,LEWISVILLE,75057,227910107,01-01-07,676,64,563,43,1,5,,,,614,318,9.5,83.3,6.4,0.1,0.7,,,,90.8,47
DEL VALLE ISD,BATY EL,TRAVIS,-97.445044,25.903809000000141,1025 MORNINGSIDE RD,BROWNSVILLE,78521,227910108,01-01-07,745,102,603,30,1,9,,,,691,285,13.7,80.9,4,0.1,1.2,,,,92.8,38.3
DEL VALLE ISD,HORNSBY-DUNLAP EL,TRAVIS,-95.118819,29.533895,300 PENNSYLVANIA,WEBSTER,77598,227910109,01-01-07,905,221,602,71,3,8,,,,669,280,24.4,66.5,7.8,0.3,0.9,,,,73.9,30.9
DEL VALLE ISD,DEL VALLE ELEMENTARY SCHOOL,TRAVIS,-97.65660537399971,30.563252799000555,4400 COLLEGE PARK DR,ROUND ROCK,78665,227910110,01-01-07,675,66,502,94,2,11,,,,528,194,9.8,74.4,13.9,0.3,1.6,,,,78.2,28.7
DEL VALLE ISD,CREEDMOOR EL,TRAVIS,-95.429549,29.205884,5200 AIRLINE DR,ANGLETON,77515,227910111,01-01-07,749,27,613,108,0,1,,,,598,287,3.6,81.8,14.4,0,0.1,,,,79.8,38.3
LAKE TRAVIS ISD,LAKE TRAVIS H S,TRAVIS,-97.957404999999881,26.145825,2607 CAMINO REAL VIEJO,MERCEDES,78570,227913001,01-01-07,1668,21,212,1388,9,38,,,,156,53,1.3,12.7,83.2,0.5,2.3,,,,9.4,3.2
LAKE TRAVIS ISD,TRAVIS CO J J A E P,TRAVIS,-106.246554,31.601833000000102,13890 ALAMEDA AVE,CLINT,79836,227913002,01-01-07,2,0,0,2,0,0,,,,0,0,0,0,100,0,0,,,,0,0
LAKE TRAVIS ISD,LAKE TRAVIS MIDDLE,TRAVIS,-98.556717,29.439149,3306 RUIZ ST,SAN ANTONIO,78228,227913041,01-01-07,786,17,69,673,3,24,,,,47,6,2.2,8.8,85.6,0.4,3.1,,,,6,0.8
